id,loan_status,aproval_prob
58849,0,0.2545
58850,0,0.027
58851,0,0.116
58852,0,0.2992
58853,0,0.0494
58854,1,0.9715
58855,0,0.3553
58856,0,0.0028
58857,0,0.0896
58858,0,0.1546
58859,0,0.0186
58860,0,0.0091
58861,0,0.0384
58862,0,0.168
58863,0,0.2539
58864,0,0.0137
58865,0,0.2989
58866,0,0.0132
58867,0,0.0006
58868,0,0.0298
58869,0,0.0094
58870,0,0.1188
58871,0,0.0075
58872,0,0.014
58873,0,0.0141
58874,1,0.9667
58875,0,0.012
58876,0,0.0082
58877,0,0.0037
58878,0,0.0372
58879,0,0.0089
58880,0,0.044
58881,0,0.038
58882,0,0.0021
58883,0,0.1659
58884,0,0.1592
58885,0,0.1059
58886,0,0.0031
58887,1,0.955
58888,0,0.2464
58889,1,0.9721
58890,0,0.0752
58891,0,0.4217
58892,0,0.021
58893,0,0.0164
58894,0,0.0485
58895,0,0.0039
58896,0,0.0038
58897,0,0.0387
58898,0,0.1104
58899,1,0.9516
58900,0,0.0072
58901,0,0.0728
58902,0,0.1226
58903,0,0.0044
58904,0,0.0313
58905,0,0.0046
58906,0,0.0734
58907,0,0.0569
58908,0,0.0111
58909,0,0.0447
58910,0,0.0017
58911,0,0.0124
58912,0,0.0027
58913,0,0.1465
58914,0,0.0153
58915,0,0.0275
58916,0,0.0103
58917,0,0.0356
58918,0,0.0152
58919,0,0.0064
58920,0,0.2494
58921,0,0.0075
58922,0,0.0357
58923,0,0.0078
58924,0,0.0919
58925,0,0.0118
58926,0,0.1273
58927,0,0.0198
58928,0,0.0903
58929,0,0.0017
58930,0,0.0184
58931,1,0.913
58932,1,0.9372
58933,0,0.2309
58934,0,0.0413
58935,0,0.0173
58936,0,0.0345
58937,0,0.0175
58938,0,0.023
58939,0,0.0055
58940,0,0.012
58941,1,0.966
58942,1,0.9519
58943,0,0.1851
58944,0,0.0186
58945,0,0.0262
58946,0,0.0276
58947,0,0.0118
58948,0,0.0329
58949,0,0.0045
58950,0,0.4115
58951,0,0.0368
58952,0,0.0067
58953,0,0.0233
58954,1,0.9678
58955,0,0.0196
58956,0,0.0028
58957,1,0.9835
58958,1,0.9905
58959,0,0.0353
58960,0,0.0225
58961,0,0.0052
58962,0,0.1773
58963,0,0.0354
58964,0,0.0284
58965,0,0.0302
58966,0,0.0196
58967,0,0.0084
58968,0,0.0095
58969,0,0.318
58970,0,0.003
58971,0,0.1023
58972,0,0.0572
58973,1,0.9761
58974,0,0.026
58975,0,0.0712
58976,0,0.0319
58977,0,0.0541
58978,0,0.0271
58979,0,0.0208
58980,0,0.0163
58981,0,0.0026
58982,0,0.0064
58983,0,0.0055
58984,0,0.0383
58985,0,0.0684
58986,1,0.9721
58987,0,0.0073
58988,0,0.0383
58989,0,0.0283
58990,0,0.0031
58991,0,0.0259
58992,0,0.0114
58993,0,0.0031
58994,0,0.0195
58995,1,0.9898
58996,0,0.0262
58997,1,0.9568
58998,0,0.0072
58999,0,0.0166
59000,0,0.0715
59001,0,0.0595
59002,0,0.0289
59003,0,0.0744
59004,0,0.0418
59005,0,0.0031
59006,0,0.0339
59007,0,0.0427
59008,1,0.9658
59009,0,0.0178
59010,0,0.008
59011,0,0.0104
59012,0,0.033
59013,0,0.0045
59014,0,0.0139
59015,0,0.077
59016,0,0.0132
59017,0,0.0242
59018,0,0.0593
59019,0,0.0066
59020,0,0.006
59021,0,0.0205
59022,0,0.068
59023,1,0.9558
59024,0,0.0294
59025,1,0.9763
59026,0,0.012
59027,0,0.0122
59028,0,0.0256
59029,0,0.0144
59030,0,0.0091
59031,1,0.6542
59032,1,0.6005
59033,0,0.2298
59034,0,0.0703
59035,0,0.0087
59036,0,0.076
59037,0,0.089
59038,0,0.0103
59039,0,0.0309
59040,0,0.0147
59041,0,0.0163
59042,0,0.046
59043,1,0.9646
59044,0,0.0073
59045,0,0.0385
59046,0,0.2207
59047,0,0.2544
59048,0,0.0084
59049,0,0.0292
59050,0,0.0046
59051,0,0.0347
59052,0,0.0042
59053,0,0.0334
59054,0,0.0434
59055,0,0.0515
59056,0,0.0086
59057,1,0.9361
59058,0,0.007
59059,0,0.1889
59060,0,0.0028
59061,0,0.0027
59062,0,0.0197
59063,0,0.0032
59064,0,0.0182
59065,0,0.0021
59066,0,0.0494
59067,0,0.0074
59068,0,0.0363
59069,0,0.0327
59070,0,0.0181
59071,0,0.0751
59072,0,0.0177
59073,1,0.9608
59074,0,0.0228
59075,0,0.0458
59076,0,0.0469
59077,1,0.9857
59078,0,0.0566
59079,0,0.0305
59080,0,0.0091
59081,0,0.0283
59082,0,0.0376
59083,0,0.0073
59084,0,0.0025
59085,0,0.0324
59086,0,0.0853
59087,0,0.0379
59088,0,0.0422
59089,0,0.0685
59090,0,0.0423
59091,0,0.0013
59092,0,0.1115
59093,0,0.0198
59094,0,0.0157
59095,0,0.0012
59096,1,0.965
59097,0,0.064
59098,0,0.0335
59099,0,0.0084
59100,0,0.0168
59101,0,0.0076
59102,0,0.0309
59103,0,0.0275
59104,0,0.0015
59105,0,0.0371
59106,0,0.0027
59107,0,0.075
59108,0,0.0434
59109,0,0.0452
59110,0,0.0122
59111,0,0.0071
59112,0,0.021
59113,1,0.974
59114,0,0.0418
59115,0,0.1296
59116,0,0.0025
59117,0,0.0086
59118,0,0.0248
59119,0,0.0128
59120,0,0.0056
59121,0,0.0044
59122,0,0.0819
59123,1,0.9809
59124,1,0.9016
59125,0,0.0579
59126,1,0.9123
59127,0,0.0134
59128,0,0.0259
59129,0,0.0124
59130,0,0.0155
59131,0,0.0444
59132,0,0.2226
59133,1,0.7513
59134,0,0.0391
59135,0,0.0008
59136,0,0.0069
59137,0,0.0215
59138,0,0.0138
59139,0,0.0063
59140,0,0.0411
59141,1,0.9817
59142,0,0.275
59143,0,0.0278
59144,0,0.0139
59145,0,0.0381
59146,0,0.1946
59147,0,0.0435
59148,0,0.022
59149,0,0.0132
59150,0,0.0104
59151,0,0.0231
59152,0,0.0359
59153,0,0.0041
59154,0,0.0565
59155,0,0.0867
59156,0,0.117
59157,0,0.0078
59158,0,0.0397
59159,0,0.0125
59160,0,0.0426
59161,0,0.0103
59162,0,0.0104
59163,0,0.0229
59164,0,0.0228
59165,0,0.1158
59166,0,0.0024
59167,0,0.0207
59168,0,0.1802
59169,1,0.9621
59170,0,0.0195
59171,0,0.0075
59172,0,0.1925
59173,0,0.0046
59174,0,0.0117
59175,0,0.0091
59176,0,0.0319
59177,0,0.0106
59178,0,0.0058
59179,0,0.0076
59180,0,0.0997
59181,0,0.1244
59182,1,0.9591
59183,0,0.0177
59184,0,0.0405
59185,0,0.0948
59186,0,0.0232
59187,0,0.0066
59188,0,0.0318
59189,0,0.013
59190,0,0.0059
59191,0,0.0527
59192,0,0.233
59193,0,0.0089
59194,0,0.0816
59195,0,0.0264
59196,0,0.0327
59197,0,0.0347
59198,0,0.093
59199,0,0.0022
59200,1,0.9948
59201,0,0.0087
59202,0,0.011
59203,0,0.3536
59204,0,0.0184
59205,0,0.0159
59206,0,0.0044
59207,0,0.0185
59208,0,0.0089
59209,0,0.0041
59210,0,0.0279
59211,0,0.0541
59212,0,0.0273
59213,0,0.1403
59214,0,0.0699
59215,0,0.0068
59216,0,0.042
59217,0,0.0061
59218,0,0.0031
59219,0,0.018
59220,1,0.9328
59221,1,0.8814
59222,0,0.0234
59223,0,0.0128
59224,0,0.4135
59225,0,0.0062
59226,0,0.0053
59227,0,0.1171
59228,0,0.2022
59229,0,0.0013
59230,0,0.0125
59231,0,0.0028
59232,0,0.1014
59233,0,0.0181
59234,0,0.0487
59235,0,0.0047
59236,0,0.1225
59237,0,0.0304
59238,0,0.0079
59239,0,0.1063
59240,0,0.0074
59241,0,0.0128
59242,0,0.0413
59243,1,0.9806
59244,0,0.0185
59245,1,0.9338
59246,0,0.0117
59247,0,0.0242
59248,0,0.0119
59249,0,0.1245
59250,0,0.2485
59251,0,0.0475
59252,0,0.0267
59253,0,0.0459
59254,0,0.0154
59255,0,0.0054
59256,0,0.0014
59257,1,0.9915
59258,0,0.008
59259,1,0.992
59260,0,0.0084
59261,0,0.0162
59262,0,0.0631
59263,0,0.0007
59264,0,0.0684
59265,0,0.3794
59266,0,0.0442
59267,0,0.1247
59268,0,0.039
59269,0,0.0069
59270,1,0.9843
59271,0,0.0064
59272,1,0.9676
59273,0,0.0228
59274,0,0.1329
59275,0,0.0158
59276,0,0.0544
59277,0,0.0089
59278,0,0.0502
59279,0,0.0047
59280,0,0.0062
59281,0,0.047
59282,0,0.0133
59283,0,0.0161
59284,0,0.0049
59285,0,0.0332
59286,0,0.0382
59287,0,0.0361
59288,1,0.9815
59289,0,0.0077
59290,0,0.0531
59291,0,0.0366
59292,0,0.0013
59293,0,0.0104
59294,1,0.9822
59295,0,0.1873
59296,0,0.0041
59297,0,0.012
59298,0,0.0174
59299,0,0.0213
59300,0,0.0426
59301,0,0.0206
59302,0,0.0407
59303,0,0.0457
59304,0,0.048
59305,0,0.1451
59306,0,0.0243
59307,0,0.0181
59308,0,0.0078
59309,0,0.0149
59310,0,0.0074
59311,0,0.0619
59312,0,0.0255
59313,1,0.9424
59314,0,0.299
59315,0,0.0092
59316,0,0.2231
59317,0,0.0459
59318,0,0.0118
59319,0,0.0637
59320,0,0.0125
59321,0,0.0386
59322,0,0.0942
59323,0,0.0373
59324,1,0.8527
59325,0,0.0209
59326,0,0.0166
59327,0,0.0339
59328,0,0.0087
59329,0,0.0265
59330,0,0.0661
59331,0,0.0152
59332,0,0.0198
59333,0,0.0055
59334,0,0.0384
59335,0,0.017
59336,0,0.0608
59337,0,0.0202
59338,0,0.0669
59339,0,0.1989
59340,0,0.4736
59341,0,0.083
59342,0,0.046
59343,0,0.0065
59344,0,0.0499
59345,0,0.0136
59346,0,0.0104
59347,0,0.0855
59348,0,0.018
59349,0,0.0596
59350,0,0.0115
59351,0,0.0372
59352,0,0.0983
59353,1,0.9732
59354,1,0.916
59355,0,0.0015
59356,0,0.007
59357,0,0.0092
59358,0,0.0267
59359,0,0.02
59360,1,0.9846
59361,0,0.0076
59362,0,0.1585
59363,0,0.0018
59364,0,0.0042
59365,0,0.007
59366,0,0.007
59367,0,0.0362
59368,1,0.9609
59369,0,0.0312
59370,0,0.0096
59371,0,0.0176
59372,0,0.1437
59373,0,0.0542
59374,0,0.0084
59375,1,0.9598
59376,1,0.9497
59377,0,0.2028
59378,0,0.1028
59379,0,0.0193
59380,0,0.0358
59381,0,0.0136
59382,0,0.1206
59383,1,0.9671
59384,0,0.0433
59385,0,0.0155
59386,0,0.065
59387,1,0.981
59388,0,0.197
59389,0,0.049
59390,0,0.0436
59391,0,0.0669
59392,0,0.2242
59393,1,0.9488
59394,1,0.9303
59395,0,0.0589
59396,0,0.018
59397,0,0.0181
59398,0,0.008
59399,0,0.0205
59400,0,0.0346
59401,0,0.0223
59402,0,0.0647
59403,0,0.0176
59404,0,0.0232
59405,0,0.0073
59406,0,0.0155
59407,0,0.0409
59408,0,0.0859
59409,0,0.0281
59410,0,0.0039
59411,0,0.0107
59412,0,0.0103
59413,0,0.001
59414,0,0.0589
59415,0,0.0186
59416,0,0.0064
59417,0,0.0082
59418,0,0.0072
59419,0,0.0016
59420,0,0.1679
59421,0,0.1954
59422,0,0.0413
59423,0,0.0751
59424,1,0.9471
59425,0,0.0638
59426,0,0.0078
59427,0,0.0079
59428,0,0.133
59429,0,0.0065
59430,0,0.0039
59431,0,0.0183
59432,0,0.0086
59433,0,0.0227
59434,0,0.0039
59435,0,0.0013
59436,0,0.0024
59437,0,0.0087
59438,0,0.4264
59439,0,0.0426
59440,0,0.0054
59441,0,0.0257
59442,0,0.003
59443,0,0.0033
59444,0,0.0605
59445,0,0.0589
59446,0,0.0608
59447,0,0.013
59448,0,0.0103
59449,0,0.0094
59450,0,0.0274
59451,1,0.9796
59452,0,0.0443
59453,0,0.026
59454,0,0.0531
59455,0,0.0291
59456,0,0.0283
59457,1,0.9586
59458,0,0.0591
59459,0,0.1647
59460,0,0.088
59461,0,0.0066
59462,1,0.8494
59463,0,0.0036
59464,0,0.3337
59465,0,0.0638
59466,0,0.0982
59467,0,0.0178
59468,0,0.0024
59469,0,0.0153
59470,0,0.0024
59471,0,0.0063
59472,0,0.0798
59473,0,0.0178
59474,0,0.0149
59475,0,0.0498
59476,0,0.0149
59477,0,0.015
59478,0,0.0123
59479,0,0.0192
59480,0,0.0098
59481,0,0.1073
59482,1,0.9725
59483,0,0.0089
59484,0,0.0039
59485,0,0.0257
59486,0,0.0896
59487,0,0.0088
59488,0,0.0299
59489,0,0.0151
59490,0,0.0117
59491,1,0.9851
59492,0,0.0104
59493,0,0.0177
59494,0,0.0058
59495,1,0.8842
59496,0,0.0101
59497,1,0.9758
59498,0,0.0478
59499,0,0.1438
59500,1,0.9802
59501,0,0.0311
59502,1,0.9254
59503,0,0.2004
59504,0,0.0062
59505,0,0.0613
59506,0,0.0048
59507,0,0.0061
59508,0,0.0229
59509,0,0.0551
59510,0,0.0568
59511,0,0.0037
59512,0,0.0053
59513,0,0.1646
59514,0,0.009
59515,0,0.0143
59516,0,0.0227
59517,1,0.6858
59518,0,0.0093
59519,0,0.0049
59520,0,0.0194
59521,0,0.0236
59522,0,0.0892
59523,0,0.0058
59524,0,0.0082
59525,1,0.8448
59526,0,0.1965
59527,0,0.0224
59528,0,0.044
59529,0,0.0451
59530,1,0.9526
59531,0,0.0073
59532,0,0.0009
59533,0,0.053
59534,0,0.0414
59535,0,0.0133
59536,0,0.0497
59537,0,0.0164
59538,0,0.0872
59539,0,0.0323
59540,1,0.8328
59541,0,0.0141
59542,0,0.0463
59543,0,0.0454
59544,0,0.1227
59545,0,0.0484
59546,0,0.0192
59547,0,0.0227
59548,0,0.0059
59549,0,0.0276
59550,0,0.0087
59551,0,0.0143
59552,0,0.0084
59553,0,0.0175
59554,1,0.931
59555,0,0.0152
59556,0,0.0078
59557,0,0.0032
59558,0,0.0344
59559,0,0.0207
59560,0,0.0058
59561,0,0.0098
59562,0,0.0778
59563,0,0.0328
59564,0,0.2318
59565,0,0.0183
59566,0,0.0225
59567,0,0.0165
59568,0,0.0032
59569,0,0.0038
59570,0,0.0606
59571,0,0.0482
59572,0,0.0234
59573,0,0.0261
59574,1,0.9606
59575,0,0.0432
59576,0,0.0149
59577,0,0.0539
59578,1,0.867
59579,0,0.0051
59580,0,0.0145
59581,0,0.0104
59582,0,0.0157
59583,0,0.0191
59584,0,0.0054
59585,0,0.0211
59586,0,0.0079
59587,0,0.0046
59588,0,0.1426
59589,0,0.0506
59590,0,0.0054
59591,0,0.0452
59592,0,0.0433
59593,0,0.0094
59594,0,0.1675
59595,0,0.0102
59596,0,0.1095
59597,1,0.945
59598,0,0.0319
59599,0,0.0535
59600,1,0.936
59601,0,0.002
59602,0,0.092
59603,0,0.064
59604,0,0.0244
59605,0,0.0034
59606,0,0.0371
59607,0,0.0574
59608,0,0.0263
59609,0,0.0095
59610,1,0.9422
59611,0,0.0105
59612,1,0.9655
59613,0,0.1753
59614,0,0.3223
59615,0,0.0438
59616,0,0.0611
59617,0,0.062
59618,0,0.0963
59619,0,0.0154
59620,0,0.0079
59621,0,0.0244
59622,0,0.0107
59623,0,0.0625
59624,0,0.0583
59625,0,0.0162
59626,0,0.0249
59627,0,0.0675
59628,0,0.0047
59629,0,0.003
59630,0,0.0522
59631,0,0.0025
59632,0,0.0137
59633,0,0.0139
59634,0,0.0066
59635,0,0.0102
59636,0,0.069
59637,0,0.0495
59638,1,0.9827
59639,0,0.0168
59640,0,0.0082
59641,0,0.0154
59642,0,0.0065
59643,0,0.0717
59644,0,0.0501
59645,0,0.2019
59646,0,0.0117
59647,1,0.9641
59648,0,0.0076
59649,0,0.0162
59650,0,0.0039
59651,0,0.0031
59652,0,0.0104
59653,0,0.009
59654,0,0.0963
59655,0,0.0317
59656,0,0.1305
59657,1,0.9195
59658,0,0.011
59659,0,0.0377
59660,0,0.1702
59661,0,0.0615
59662,1,0.9317
59663,0,0.0659
59664,0,0.0453
59665,0,0.0309
59666,0,0.0375
59667,0,0.0103
59668,0,0.0128
59669,0,0.0114
59670,0,0.0664
59671,0,0.0072
59672,0,0.0096
59673,0,0.0143
59674,0,0.4248
59675,0,0.001
59676,0,0.1226
59677,1,0.9426
59678,0,0.0076
59679,0,0.0279
59680,0,0.0059
59681,0,0.016
59682,0,0.0385
59683,0,0.0067
59684,0,0.0382
59685,0,0.0256
59686,0,0.2213
59687,0,0.0188
59688,0,0.025
59689,0,0.1625
59690,0,0.0018
59691,0,0.0222
59692,0,0.0657
59693,0,0.0195
59694,0,0.0809
59695,0,0.0146
59696,1,0.9288
59697,0,0.0039
59698,0,0.0278
59699,0,0.0138
59700,0,0.043
59701,0,0.0038
59702,0,0.0183
59703,0,0.04
59704,0,0.0059
59705,0,0.1015
59706,0,0.0135
59707,0,0.0286
59708,0,0.0225
59709,0,0.0399
59710,0,0.0283
59711,0,0.0551
59712,0,0.0204
59713,0,0.0556
59714,1,0.932
59715,1,0.8969
59716,0,0.0314
59717,0,0.0043
59718,0,0.1723
59719,1,0.9298
59720,0,0.0155
59721,1,0.7129
59722,0,0.016
59723,0,0.013
59724,0,0.1513
59725,0,0.0282
59726,0,0.0063
59727,0,0.0699
59728,0,0.0068
59729,0,0.0018
59730,0,0.0954
59731,0,0.0273
59732,0,0.0216
59733,0,0.0204
59734,0,0.0448
59735,0,0.0055
59736,0,0.2152
59737,0,0.0089
59738,0,0.153
59739,0,0.0205
59740,0,0.0162
59741,0,0.0178
59742,0,0.1779
59743,0,0.0198
59744,0,0.1037
59745,0,0.0119
59746,0,0.0272
59747,1,0.9901
59748,0,0.0125
59749,0,0.0287
59750,0,0.0672
59751,0,0.0085
59752,0,0.0277
59753,0,0.0107
59754,0,0.0042
59755,0,0.0372
59756,0,0.0075
59757,0,0.0074
59758,0,0.0572
59759,0,0.0127
59760,0,0.0136
59761,0,0.0562
59762,0,0.2164
59763,0,0.0014
59764,0,0.1438
59765,0,0.0074
59766,0,0.0883
59767,0,0.0338
59768,0,0.0023
59769,0,0.0219
59770,0,0.0855
59771,0,0.0074
59772,0,0.0174
59773,0,0.0375
59774,0,0.0516
59775,0,0.1486
59776,0,0.1691
59777,0,0.1622
59778,0,0.005
59779,0,0.0433
59780,0,0.002
59781,0,0.0253
59782,0,0.0259
59783,0,0.0365
59784,0,0.0227
59785,0,0.0101
59786,0,0.2164
59787,1,0.5362
59788,0,0.0383
59789,0,0.0404
59790,0,0.0254
59791,0,0.0024
59792,0,0.0533
59793,0,0.0343
59794,1,0.9738
59795,1,0.9449
59796,0,0.0083
59797,0,0.037
59798,0,0.0085
59799,0,0.0049
59800,0,0.0578
59801,0,0.0135
59802,0,0.1338
59803,0,0.1055
59804,0,0.044
59805,0,0.0019
59806,0,0.0178
59807,0,0.0104
59808,0,0.0049
59809,0,0.0199
59810,0,0.0089
59811,0,0.0254
59812,0,0.0106
59813,0,0.0067
59814,0,0.0058
59815,0,0.1732
59816,0,0.1937
59817,0,0.0029
59818,1,0.9209
59819,0,0.2174
59820,0,0.0311
59821,0,0.054
59822,0,0.019
59823,0,0.0234
59824,0,0.0484
59825,0,0.009
59826,0,0.0392
59827,0,0.1648
59828,0,0.2696
59829,0,0.0781
59830,0,0.0193
59831,0,0.0081
59832,0,0.0413
59833,0,0.0846
59834,0,0.0087
59835,0,0.0148
59836,0,0.0395
59837,0,0.0581
59838,0,0.1234
59839,0,0.0478
59840,0,0.0575
59841,1,0.9669
59842,0,0.0086
59843,0,0.0303
59844,0,0.2032
59845,0,0.0565
59846,0,0.003
59847,0,0.0237
59848,0,0.016
59849,0,0.0013
59850,1,0.9813
59851,0,0.0012
59852,0,0.0174
59853,0,0.0384
59854,0,0.0024
59855,0,0.0135
59856,0,0.0107
59857,0,0.1105
59858,1,0.9733
59859,0,0.0311
59860,1,0.9432
59861,0,0.0067
59862,0,0.0236
59863,0,0.0046
59864,0,0.0112
59865,0,0.0212
59866,0,0.0548
59867,0,0.0745
59868,0,0.0097
59869,0,0.0331
59870,0,0.0022
59871,0,0.0116
59872,0,0.0135
59873,0,0.0045
59874,0,0.067
59875,0,0.0755
59876,0,0.0038
59877,0,0.0378
59878,1,0.9858
59879,0,0.0197
59880,1,0.9575
59881,0,0.002
59882,0,0.0348
59883,0,0.0746
59884,0,0.0361
59885,0,0.0454
59886,0,0.0385
59887,1,0.9293
59888,0,0.0126
59889,0,0.0082
59890,0,0.0076
59891,1,0.503
59892,0,0.0406
59893,0,0.009
59894,0,0.0272
59895,0,0.2259
59896,0,0.0042
59897,0,0.0136
59898,0,0.0115
59899,0,0.0238
59900,0,0.0143
59901,1,0.8425
59902,0,0.0221
59903,0,0.0142
59904,0,0.0325
59905,0,0.0101
59906,0,0.2335
59907,0,0.0122
59908,0,0.0153
59909,0,0.0186
59910,0,0.0627
59911,0,0.029
59912,0,0.0212
59913,0,0.0034
59914,0,0.099
59915,0,0.0142
59916,0,0.0055
59917,0,0.0107
59918,0,0.0052
59919,0,0.0274
59920,0,0.0586
59921,0,0.0849
59922,0,0.0402
59923,0,0.0764
59924,0,0.0061
59925,1,0.9691
59926,0,0.0303
59927,0,0.0176
59928,0,0.0085
59929,0,0.0049
59930,0,0.013
59931,0,0.0097
59932,0,0.0413
59933,0,0.0235
59934,0,0.006
59935,0,0.0073
59936,0,0.0327
59937,0,0.094
59938,0,0.0943
59939,0,0.2232
59940,1,0.8396
59941,0,0.0016
59942,0,0.0076
59943,0,0.0408
59944,0,0.0384
59945,0,0.0249
59946,0,0.0305
59947,0,0.008
59948,0,0.0296
59949,1,0.9842
59950,0,0.0154
59951,0,0.0555
59952,0,0.0062
59953,0,0.1497
59954,0,0.0335
59955,0,0.0022
59956,0,0.0121
59957,0,0.1243
59958,0,0.0368
59959,0,0.0271
59960,0,0.0042
59961,0,0.0438
59962,0,0.12
59963,0,0.0083
59964,0,0.0023
59965,0,0.0078
59966,1,0.8825
59967,0,0.0238
59968,0,0.004
59969,0,0.0041
59970,0,0.0605
59971,1,0.9814
59972,1,0.8992
59973,0,0.0595
59974,0,0.0125
59975,0,0.0272
59976,0,0.0068
59977,0,0.0651
59978,0,0.1412
59979,0,0.0086
59980,1,0.9612
59981,0,0.0222
59982,1,0.9555
59983,0,0.0762
59984,0,0.0129
59985,0,0.0483
59986,0,0.0376
59987,0,0.0089
59988,0,0.0619
59989,0,0.0166
59990,0,0.0515
59991,0,0.08
59992,0,0.0063
59993,0,0.0118
59994,0,0.1057
59995,1,0.9737
59996,0,0.0079
59997,0,0.0649
59998,0,0.048
59999,0,0.0077
60000,0,0.0012
60001,0,0.0087
60002,0,0.036
60003,0,0.0125
60004,0,0.0114
60005,0,0.0267
60006,0,0.0961
60007,0,0.0207
60008,0,0.0112
60009,0,0.0166
60010,0,0.0219
60011,0,0.0118
60012,0,0.0826
60013,0,0.0053
60014,0,0.0604
60015,0,0.0268
60016,0,0.1597
60017,0,0.0334
60018,0,0.0265
60019,1,0.9292
60020,0,0.0479
60021,0,0.0133
60022,0,0.3175
60023,0,0.0371
60024,1,0.9775
60025,0,0.0486
60026,0,0.2067
60027,1,0.6663
60028,0,0.0089
60029,1,0.9667
60030,0,0.4048
60031,0,0.1459
60032,0,0.0537
60033,0,0.0075
60034,0,0.0026
60035,0,0.1215
60036,0,0.0035
60037,0,0.0045
60038,0,0.0193
60039,0,0.0133
60040,0,0.0421
60041,0,0.0622
60042,0,0.0235
60043,0,0.1189
60044,0,0.2501
60045,0,0.0121
60046,0,0.3115
60047,0,0.0348
60048,0,0.002
60049,0,0.0398
60050,0,0.0308
60051,1,0.9732
60052,0,0.0194
60053,0,0.0375
60054,0,0.0079
60055,0,0.0288
